SceneIndex,name,file_name,game_name,condition,env,type,occluder,Difficulty,Camera
53,e77c16509a7963bef32ee79f3acf9e4d8ed1a89720872da5c8e4b0598ac98349,Videos/e77c16509a7963bef32ee79f3acf9e4d8ed1a89720872da5c8e4b0598ac98349.mp4,JumpSolidity,solidity,SaltFlats_0,2_Possible,None,Medium,Moving
54,135810d4a72481f712bd342abfb5bb9204f1f3532ff3689cdfbb0047436f3bac,Videos/135810d4a72481f712bd342abfb5bb9204f1f3532ff3689cdfbb0047436f3bac.mp4,JumpSolidity,solidity,DesertMap_0,1_Possible,None,Medium,Moving
54,b0282ab74f2166314ef89c9e57af643d12d1b665609f5f1caa7ab9f108f876d9,Videos/b0282ab74f2166314ef89c9e57af643d12d1b665609f5f1caa7ab9f108f876d9.mp4,JumpSolidity,solidity,DesertMap_0,1_Impossible,None,Medium,Moving
54,912ef2aaf1b7fe75f87bfd01b03ec4aab8fd98dcd08a6bdc2dd1c1b28c039735,Videos/912ef2aaf1b7fe75f87bfd01b03ec4aab8fd98dcd08a6bdc2dd1c1b28c039735.mp4,JumpSolidity,solidity,DesertMap_0,2_Impossible,None,Medium,Moving
54,1b5d77851eab2b568b993b5810c94bf4a84f6ee6024b2477f1281721294d484b,Videos/1b5d77851eab2b568b993b5810c94bf4a84f6ee6024b2477f1281721294d484b.mp4,JumpSolidity,solidity,DesertMap_0,2_Possible,None,Medium,Moving
55,f38b00f6e60fa4e9b3f84877f02d858a2d2dd059873bc3573d0b8c68ee2896ca,Videos/f38b00f6e60fa4e9b3f84877f02d858a2d2dd059873bc3573d0b8c68ee2896ca.mp4,JumpSolidity,solidity,RaceTrack_0,1_Possible,None,Medium,Moving
55,884e7741af6c0f7c6112dec00046a1e214ed506fbb469dc5fb3349261ebb5d83,Videos/884e7741af6c0f7c6112dec00046a1e214ed506fbb469dc5fb3349261ebb5d83.mp4,JumpSolidity,solidity,RaceTrack_0,1_Impossible,None,Medium,Moving
55,57313350079b05b83dd47fec5c17d54b57303783098abb58c8caa09273e9504c,Videos/57313350079b05b83dd47fec5c17d54b57303783098abb58c8caa09273e9504c.mp4,JumpSolidity,solidity,RaceTrack_0,2_Impossible,None,Medium,Moving
55,bb4685021666f27d6388467549b437f37e4544816cccf2910f02c4107c78676e,Videos/bb4685021666f27d6388467549b437f37e4544816cccf2910f02c4107c78676e.mp4,JumpSolidity,solidity,RaceTrack_0,2_Possible,None,Medium,Moving
56,338857ebc71727cd5a8b1b1eda524242c14843577015cdb95179b6711b41ba11,Videos/338857ebc71727cd5a8b1b1eda524242c14843577015cdb95179b6711b41ba11.mp4,JumpSolidity,solidity,TropicalIsland_0,1_Possible,None,Medium,Moving
56,cd39d93bd494cd04cecca43a45474c8de050b26194d373abc026d5933052d532,Videos/cd39d93bd494cd04cecca43a45474c8de050b26194d373abc026d5933052d532.mp4,JumpSolidity,solidity,TropicalIsland_0,1_Impossible,None,Medium,Moving
56,115585143d5ebb18a54ed2f5e591e37d41613116062f69a25aaea69c22a2f341,Videos/115585143d5ebb18a54ed2f5e591e37d41613116062f69a25aaea69c22a2f341.mp4,JumpSolidity,solidity,TropicalIsland_0,2_Impossible,None,Medium,Moving
56,0381787a41bcf5862efa9c526f397a1bc15a98ef25bb51944f3bc30fd16eb8d4,Videos/0381787a41bcf5862efa9c526f397a1bc15a98ef25bb51944f3bc30fd16eb8d4.mp4,JumpSolidity,solidity,TropicalIsland_0,2_Possible,None,Medium,Moving
57,29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3,Videos/29bb6f59e9c8765baae0c990187513b0de320037b1d1408540ebf5ed046387c3.mp4,Box,permanence,SaltFlats_0,2_Possible,SM_01WoodBox_A,Medium,Moving
57,c308dfea1753c78955f5fe9585752bda4b8099c970f342582b92d318a9e7b97d,Videos/c308dfea1753c78955f5fe9585752bda4b8099c970f342582b92d318a9e7b97d.mp4,Box,permanence,SaltFlats_0,1_Possible,SM_01WoodBox_A,Medium,Moving
57,613bda98c804e7e4c715ac5f7989e4314b788e582f99a585a7f364ffca1b69be,Videos/613bda98c804e7e4c715ac5f7989e4314b788e582f99a585a7f364ffca1b69be.mp4,Box,permanence,SaltFlats_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
57,080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370,Videos/080aeff0ac23509a53bee6f685f5e8ca88fa0e7231786a4e9c29d3748a152370.mp4,Box,permanence,SaltFlats_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
58,a600f4ac3311188ef32e0935d7b1abffa5bcc0c4047942a5c30a0f91d52446ed,Videos/a600f4ac3311188ef32e0935d7b1abffa5bcc0c4047942a5c30a0f91d52446ed.mp4,Box,permanence,DesertMap_0,2_Possible,SM_01WoodBox_B,Medium,Moving
58,f97d88f014164bc25854df318df8738b29c7f7532a0a531e1b029ea727187005,Videos/f97d88f014164bc25854df318df8738b29c7f7532a0a531e1b029ea727187005.mp4,Box,permanence,DesertMap_0,1_Possible,SM_01WoodBox_B,Medium,Moving
58,19c610d9197634879c045b8980247c27a9fe769b9a10f6dbd96d6b86dde69ceb,Videos/19c610d9197634879c045b8980247c27a9fe769b9a10f6dbd96d6b86dde69ceb.mp4,Box,permanence,DesertMap_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
58,38a7094511c146327f4bbdb172147e0d3879d919a240e95fb10756b0c6be8929,Videos/38a7094511c146327f4bbdb172147e0d3879d919a240e95fb10756b0c6be8929.mp4,Box,permanence,DesertMap_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
59,b96ed0d5d98ec171b0048ed500614ba7c3d6a5a316c84c472621966e4a3be88e,Videos/b96ed0d5d98ec171b0048ed500614ba7c3d6a5a316c84c472621966e4a3be88e.mp4,Box,permanence,RaceTrack_0,2_Possible,SM_01WoodBox_D,Medium,Moving
59,d94d4a17781db090cd103c4a31f64d8ad2dd60fdb82095c5c7fc0739a7004829,Videos/d94d4a17781db090cd103c4a31f64d8ad2dd60fdb82095c5c7fc0739a7004829.mp4,Box,permanence,RaceTrack_0,1_Possible,SM_01WoodBox_D,Medium,Moving
59,bc7be5bf2b2601b01ea39c88ae013b0822462458caa8f927266f1701d7487d3a,Videos/bc7be5bf2b2601b01ea39c88ae013b0822462458caa8f927266f1701d7487d3a.mp4,Box,permanence,RaceTrack_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
59,85777a5cc87420e1ab44475a935e0d39fd7a5e73bb66eb563712dcb03867095d,Videos/85777a5cc87420e1ab44475a935e0d39fd7a5e73bb66eb563712dcb03867095d.mp4,Box,permanence,RaceTrack_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
60,48b168ca1e31fd3e6080f14030ff6ba1d8de578da7a9bc63943903bc1a020b3e,Videos/48b168ca1e31fd3e6080f14030ff6ba1d8de578da7a9bc63943903bc1a020b3e.mp4,Box,permanence,TropicalIsland_0,2_Possible,SM_01WoodBox_D,Medium,Moving
60,8efa26d02a546d8e80578a365661b038f19f8a7cdcdd30755372223ae467be73,Videos/8efa26d02a546d8e80578a365661b038f19f8a7cdcdd30755372223ae467be73.mp4,Box,permanence,TropicalIsland_0,1_Possible,SM_01WoodBox_D,Medium,Moving
60,b503b117c58d16f7d8d66225edb87e667fa00e10fb3d4852066223c0b060a6ac,Videos/b503b117c58d16f7d8d66225edb87e667fa00e10fb3d4852066223c0b060a6ac.mp4,Box,permanence,TropicalIsland_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
60,cbf2b2e195519f26543eeaec1f96265ecb55c72ec894a877ea20821aec0a7622,Videos/cbf2b2e195519f26543eeaec1f96265ecb55c72ec894a877ea20821aec0a7622.mp4,Box,permanence,TropicalIsland_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
61,cd6736300dc251eb8dd1d86b54534b52cafee43bd68e9f927a5aac6a1c7249df,Videos/cd6736300dc251eb8dd1d86b54534b52cafee43bd68e9f927a5aac6a1c7249df.mp4,Box,immutability,SaltFlats_0,1_Possible,SM_01WoodBox_D,Medium,Moving
61,0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878,Videos/0f8eb818bd7bed48614d6572dc54034f8cb40c3f616c098fcdc95273d624f878.mp4,Box,immutability,SaltFlats_0,2_Possible,SM_01WoodBox_D,Medium,Moving
61,88fdec3b88f1f9df00b7f9cbd68f5e67f1a6fd53f5abb773d30d0f1cd0d89630,Videos/88fdec3b88f1f9df00b7f9cbd68f5e67f1a6fd53f5abb773d30d0f1cd0d89630.mp4,Box,immutability,SaltFlats_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
61,4cc16b464b92bba7f4db58971b5363596dc309e7275dd4533464b3b008db6896,Videos/4cc16b464b92bba7f4db58971b5363596dc309e7275dd4533464b3b008db6896.mp4,Box,immutability,SaltFlats_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
62,16071c0bdcaaf90b2569992ab57754a0c89cb39d6257d5f1fe1be01ec0deda8e,Videos/16071c0bdcaaf90b2569992ab57754a0c89cb39d6257d5f1fe1be01ec0deda8e.mp4,Box,immutability,DesertMap_0,1_Possible,SM_01WoodBox_D,Medium,Moving
62,69c70405df234dd16bb57d94eb9eb504e292030a3b73c4ce495a90c8ddc7e87f,Videos/69c70405df234dd16bb57d94eb9eb504e292030a3b73c4ce495a90c8ddc7e87f.mp4,Box,immutability,DesertMap_0,2_Possible,SM_01WoodBox_D,Medium,Moving
62,601ec453e8db73a19de4b31e012d2a31ea94b22612e2bfe3cb9b20b7e78a64dd,Videos/601ec453e8db73a19de4b31e012d2a31ea94b22612e2bfe3cb9b20b7e78a64dd.mp4,Box,immutability,DesertMap_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
62,7c189f63f15646368a219da175837d2e4715ec0262f6efb9e19b204dd3049a65,Videos/7c189f63f15646368a219da175837d2e4715ec0262f6efb9e19b204dd3049a65.mp4,Box,immutability,DesertMap_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
63,575f0b182059133e2256a6b19cec4b835a9c67e359a8cd8a617933033696ab26,Videos/575f0b182059133e2256a6b19cec4b835a9c67e359a8cd8a617933033696ab26.mp4,Box,immutability,RaceTrack_0,1_Possible,SM_01WoodBox_A,Medium,Moving
63,05c99568a5498bdceb607522a776365f4f22326aa2092c2eb100ac57ab4752b3,Videos/05c99568a5498bdceb607522a776365f4f22326aa2092c2eb100ac57ab4752b3.mp4,Box,immutability,RaceTrack_0,2_Possible,SM_01WoodBox_A,Medium,Moving
63,0102b71dda85d2d049d26d72a1809a256b43d79dd6bf9bebde109ddd39c3d1e9,Videos/0102b71dda85d2d049d26d72a1809a256b43d79dd6bf9bebde109ddd39c3d1e9.mp4,Box,immutability,RaceTrack_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
63,cb294ae4295f12dc0d05c4e9269ace78513807dca96d7f1aabd2dfa6e3636fb5,Videos/cb294ae4295f12dc0d05c4e9269ace78513807dca96d7f1aabd2dfa6e3636fb5.mp4,Box,immutability,RaceTrack_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
64,db990a2fb632234e4690f920e5f4b56806765585cc95996f0cff5dddf5317fac,Videos/db990a2fb632234e4690f920e5f4b56806765585cc95996f0cff5dddf5317fac.mp4,Box,immutability,TropicalIsland_0,1_Possible,SM_01WoodBox_A,Medium,Moving
64,d0dcce9768fef4fb69eee0db31a391e3e039c8b24dab49ea610e1349fc04a088,Videos/d0dcce9768fef4fb69eee0db31a391e3e039c8b24dab49ea610e1349fc04a088.mp4,Box,immutability,TropicalIsland_0,2_Possible,SM_01WoodBox_A,Medium,Moving
64,f13bbbbe13b1e4946cf237ae87cdf1561a320075a0bae702fb29d5697f19f477,Videos/f13bbbbe13b1e4946cf237ae87cdf1561a320075a0bae702fb29d5697f19f477.mp4,Box,immutability,TropicalIsland_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
64,a70930f9defd9cfdaed44f976727cdf2e6c985ee4a8b38419aebd68be836a927,Videos/a70930f9defd9cfdaed44f976727cdf2e6c985ee4a8b38419aebd68be836a927.mp4,Box,immutability,TropicalIsland_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
65,e27791affc0d85d89374a10a6e8f0930a2d0a009c0eaffd1a087928da0ebd1c4,Videos/e27791affc0d85d89374a10a6e8f0930a2d0a009c0eaffd1a087928da0ebd1c4.mp4,Box,continuity,SaltFlats_0,1_Possible,SM_01WoodBox_A,Medium,Moving
65,591b1bcecd825582910166e4519a56ec3827838a7faf59237f5d7170565aba44,Videos/591b1bcecd825582910166e4519a56ec3827838a7faf59237f5d7170565aba44.mp4,Box,continuity,SaltFlats_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
65,179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012,Videos/179cfd14e886bc12ef1ac9ce585036c182bff50870eb0e1f382198f41b195012.mp4,Box,continuity,SaltFlats_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
65,253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac,Videos/253669d6414066fd0c1ca625716d672344c3be36b735f56da5695bf8c3ba42ac.mp4,Box,continuity,SaltFlats_0,2_Possible,SM_01WoodBox_A,Medium,Moving
66,cfcdb0a2e0ba28f1ede79ad5d28e61a7ca91fdac7f8b57ae3087c1f8a9278a66,Videos/cfcdb0a2e0ba28f1ede79ad5d28e61a7ca91fdac7f8b57ae3087c1f8a9278a66.mp4,Box,continuity,DesertMap_0,1_Possible,SM_01WoodBox_B,Medium,Moving
66,54477876dc8807997006c626f0009abed3eea50cde8a1bca06873d86bfa04b15,Videos/54477876dc8807997006c626f0009abed3eea50cde8a1bca06873d86bfa04b15.mp4,Box,continuity,DesertMap_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
66,0b2ea8dc2aaee21cb4006dfdcae1e110217d785810865fa83ef4eb8a0a3383d2,Videos/0b2ea8dc2aaee21cb4006dfdcae1e110217d785810865fa83ef4eb8a0a3383d2.mp4,Box,continuity,DesertMap_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
66,b8721a63a5771e6da1b9ff2989e5ee20ae6b40f93fa8ecf821d40fdc98665b93,Videos/b8721a63a5771e6da1b9ff2989e5ee20ae6b40f93fa8ecf821d40fdc98665b93.mp4,Box,continuity,DesertMap_0,2_Possible,SM_01WoodBox_B,Medium,Moving
67,dfe65086cc42940784399c5e383c98297107ac72779a1b34c96f1958e67b9a0f,Videos/dfe65086cc42940784399c5e383c98297107ac72779a1b34c96f1958e67b9a0f.mp4,Box,continuity,RaceTrack_0,1_Possible,SM_01WoodBox_B,Medium,Moving
67,de556ed01525f2440f0a2c37097fef6579ca99e2ec8b35dcb79aeb4d7a6db9ae,Videos/de556ed01525f2440f0a2c37097fef6579ca99e2ec8b35dcb79aeb4d7a6db9ae.mp4,Box,continuity,RaceTrack_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
67,7b312091b167ab6fc2126c90f626d24130f05e160e96c7513ac6df3e4fbeb0a9,Videos/7b312091b167ab6fc2126c90f626d24130f05e160e96c7513ac6df3e4fbeb0a9.mp4,Box,continuity,RaceTrack_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
67,d2a57ab15ffcc7d3dc80c1f2e2a1573cbd11ece8d19b944e631e5f9711d9a0e9,Videos/d2a57ab15ffcc7d3dc80c1f2e2a1573cbd11ece8d19b944e631e5f9711d9a0e9.mp4,Box,continuity,RaceTrack_0,2_Possible,SM_01WoodBox_B,Medium,Moving
68,3399d5edde82a550d489390b14c3e08149e42eaf188dfa09c07c7164e5af9880,Videos/3399d5edde82a550d489390b14c3e08149e42eaf188dfa09c07c7164e5af9880.mp4,Box,continuity,TropicalIsland_0,1_Possible,SM_01WoodBox_A,Medium,Moving
68,ea1efacf0c915aefed516658d4d139fc741af3d90393f23e8ebfc4dbd33c71d7,Videos/ea1efacf0c915aefed516658d4d139fc741af3d90393f23e8ebfc4dbd33c71d7.mp4,Box,continuity,TropicalIsland_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
68,6814716ca839c25eb6fdfd8c42a46159c3375ac73b9ecb2a9cd1f3290db554d2,Videos/6814716ca839c25eb6fdfd8c42a46159c3375ac73b9ecb2a9cd1f3290db554d2.mp4,Box,continuity,TropicalIsland_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
68,0d76b0db92f6864fb25b831589af1d85f495da771af9ef5c85b4ae247b56783b,Videos/0d76b0db92f6864fb25b831589af1d85f495da771af9ef5c85b4ae247b56783b.mp4,Box,continuity,TropicalIsland_0,2_Possible,SM_01WoodBox_A,Medium,Moving
69,7d58767ffb9d1beedffab7265c59911dcabe7eaec17e66729b7d2bff5ae0bd26,Videos/7d58767ffb9d1beedffab7265c59911dcabe7eaec17e66729b7d2bff5ae0bd26.mp4,MovingAroundOccluder,permanence,SaltFlats_0,2_Possible,SM_01WoodBox_A,Medium,Moving
69,b8ef9a57b5fdc369c94d6e10f32503e3f70484ad1a30527c1609401f846113e0,Videos/b8ef9a57b5fdc369c94d6e10f32503e3f70484ad1a30527c1609401f846113e0.mp4,MovingAroundOccluder,permanence,SaltFlats_0,1_Possible,SM_01WoodBox_A,Medium,Moving
69,2d5ff2200633c95f6982e7971f2960fd2a83432f510ac3b1d45722b15c9f1f83,Videos/2d5ff2200633c95f6982e7971f2960fd2a83432f510ac3b1d45722b15c9f1f83.mp4,MovingAroundOccluder,permanence,SaltFlats_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
69,1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466,Videos/1e6a916963d5ba5f72e51b8bd5d93e4343457265d9541d1032d6c87bfbd7e466.mp4,MovingAroundOccluder,permanence,SaltFlats_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
70,d2f17e7e3e4abc384f80dd7646135848eeb640b7d345677c11dc11d1f9821b07,Videos/d2f17e7e3e4abc384f80dd7646135848eeb640b7d345677c11dc11d1f9821b07.mp4,MovingAroundOccluder,permanence,DesertMap_0,2_Possible,SM_01WoodBox_B,Medium,Moving
70,518d33fee8de76a6b5bc231a320315d5fa05ed4f83250d3cdb399d37b61c743e,Videos/518d33fee8de76a6b5bc231a320315d5fa05ed4f83250d3cdb399d37b61c743e.mp4,MovingAroundOccluder,permanence,DesertMap_0,1_Possible,SM_01WoodBox_B,Medium,Moving
70,d9d2a7e426d842b2c8c402195c49e431c94bbd212e6b5ec3e92b43fcf37aa6b3,Videos/d9d2a7e426d842b2c8c402195c49e431c94bbd212e6b5ec3e92b43fcf37aa6b3.mp4,MovingAroundOccluder,permanence,DesertMap_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
70,8804907b3e50583ea5c6d756a2dd8bab39097258adcccfa4f752ddd89ab7f162,Videos/8804907b3e50583ea5c6d756a2dd8bab39097258adcccfa4f752ddd89ab7f162.mp4,MovingAroundOccluder,permanence,DesertMap_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
71,9ae66307897128aaea5ddfdd51892a3c9d6ba89f17d7b44b607f601132cf9c27,Videos/9ae66307897128aaea5ddfdd51892a3c9d6ba89f17d7b44b607f601132cf9c27.mp4,MovingAroundOccluder,permanence,RaceTrack_0,2_Possible,SM_01WoodBox_B,Medium,Moving
71,0ac5b45e1b50d44db7f342a45b334d9c8dbfd012fb06b1e51f4a1344434bcb98,Videos/0ac5b45e1b50d44db7f342a45b334d9c8dbfd012fb06b1e51f4a1344434bcb98.mp4,MovingAroundOccluder,permanence,RaceTrack_0,1_Possible,SM_01WoodBox_B,Medium,Moving
71,46d498c0067fd30423558e66ccf8ce6153c13bf2a42ae5e6a56ccf102da13760,Videos/46d498c0067fd30423558e66ccf8ce6153c13bf2a42ae5e6a56ccf102da13760.mp4,MovingAroundOccluder,permanence,RaceTrack_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
71,68001b1344b1006c7afd3c9a1c04f16c07fa432d0686c95f0fb4d62f959197b2,Videos/68001b1344b1006c7afd3c9a1c04f16c07fa432d0686c95f0fb4d62f959197b2.mp4,MovingAroundOccluder,permanence,RaceTrack_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
72,45967df4de4628d9b269352b152a55a4b12a2030834c0b715a2b9db018eced33,Videos/45967df4de4628d9b269352b152a55a4b12a2030834c0b715a2b9db018eced33.mp4,MovingAroundOccluder,permanence,TropicalIsland_0,2_Possible,SM_01WoodBox_A,Medium,Moving
72,9f626d0937a72ab59982783d68ceac6a2f9fdb07b4bdc00f99d2d9e09804a0cc,Videos/9f626d0937a72ab59982783d68ceac6a2f9fdb07b4bdc00f99d2d9e09804a0cc.mp4,MovingAroundOccluder,permanence,TropicalIsland_0,1_Possible,SM_01WoodBox_A,Medium,Moving
72,aee8932da02f5d4bd3440d9ffccba966d1173086b3c61c5e23db0d6eb94b8f56,Videos/aee8932da02f5d4bd3440d9ffccba966d1173086b3c61c5e23db0d6eb94b8f56.mp4,MovingAroundOccluder,permanence,TropicalIsland_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
72,376be99c5ddac8724135ca8c899750c7d5e0ae6d42e84216748c0283a2a48bed,Videos/376be99c5ddac8724135ca8c899750c7d5e0ae6d42e84216748c0283a2a48bed.mp4,MovingAroundOccluder,permanence,TropicalIsland_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
73,6de22b6769adbcdf0ef1be6253f8cc5418e0c394d35771f463be632c6349cb01,Videos/6de22b6769adbcdf0ef1be6253f8cc5418e0c394d35771f463be632c6349cb01.mp4,MovingAroundOccluder,immutability,SaltFlats_0,1_Possible,SM_01WoodBox_B,Medium,Moving
73,40b790e8068d476218fd14a7d2217ffac7e8dd408df7b8f17d490f9f230e584c,Videos/40b790e8068d476218fd14a7d2217ffac7e8dd408df7b8f17d490f9f230e584c.mp4,MovingAroundOccluder,immutability,SaltFlats_0,2_Possible,SM_01WoodBox_B,Medium,Moving
73,1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a,Videos/1002905319b0ac6476b10fb962d1c82fc03666324e5fe26435bb66620eebf17a.mp4,MovingAroundOccluder,immutability,SaltFlats_0,1_Impossible,SM_01WoodBox_B,Medium,Moving
73,132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9,Videos/132d3091c53527e3154bfd0c98526b64a7a6f35e6d5b918944066174bbb054c9.mp4,MovingAroundOccluder,immutability,SaltFlats_0,2_Impossible,SM_01WoodBox_B,Medium,Moving
74,b614f7931cbb0c349692f4ff2a57490251053befaec0ebcec7e49cbb72b3e427,Videos/b614f7931cbb0c349692f4ff2a57490251053befaec0ebcec7e49cbb72b3e427.mp4,MovingAroundOccluder,immutability,DesertMap_0,1_Possible,SM_01WoodBox_D,Medium,Moving
74,55a4c9ba6ce1eee32204317447bf28ca00ab981ce5f599dd394c30d53af01f45,Videos/55a4c9ba6ce1eee32204317447bf28ca00ab981ce5f599dd394c30d53af01f45.mp4,MovingAroundOccluder,immutability,DesertMap_0,2_Possible,SM_01WoodBox_D,Medium,Moving
74,5948a65d154f00c92bc1321893d33023ca96422ea477690961b3f5782dbfe153,Videos/5948a65d154f00c92bc1321893d33023ca96422ea477690961b3f5782dbfe153.mp4,MovingAroundOccluder,immutability,DesertMap_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
74,1cf2704d322cfdcbcbaee2688c4107019edf61ee093ed56e96c96ca91f3d66af,Videos/1cf2704d322cfdcbcbaee2688c4107019edf61ee093ed56e96c96ca91f3d66af.mp4,MovingAroundOccluder,immutability,DesertMap_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
75,3ee0ada755d11c2d2343d3da73a7e9ce0fc93c84910db01adbd3a6e071cbe7b8,Videos/3ee0ada755d11c2d2343d3da73a7e9ce0fc93c84910db01adbd3a6e071cbe7b8.mp4,MovingAroundOccluder,immutability,RaceTrack_0,1_Possible,SM_01WoodBox_A,Medium,Moving
75,c7b02ae3ce2f9c8112f8f9e57ae1931bef0abe4c969b45435c3865913c97da5c,Videos/c7b02ae3ce2f9c8112f8f9e57ae1931bef0abe4c969b45435c3865913c97da5c.mp4,MovingAroundOccluder,immutability,RaceTrack_0,2_Possible,SM_01WoodBox_A,Medium,Moving
75,8ffd1f8d74d0c4301b47a46e999724583edda0ed5abfda217a630d562cfcb305,Videos/8ffd1f8d74d0c4301b47a46e999724583edda0ed5abfda217a630d562cfcb305.mp4,MovingAroundOccluder,immutability,RaceTrack_0,1_Impossible,SM_01WoodBox_A,Medium,Moving
75,77d8ea4201307828ee1163c805e5ab22823b2ef79c7bee51bc4371bde6602fce,Videos/77d8ea4201307828ee1163c805e5ab22823b2ef79c7bee51bc4371bde6602fce.mp4,MovingAroundOccluder,immutability,RaceTrack_0,2_Impossible,SM_01WoodBox_A,Medium,Moving
76,89a593fc7a156a65f7b693b05cd68956925b5a4c5c68b2543f95a55a728e8e53,Videos/89a593fc7a156a65f7b693b05cd68956925b5a4c5c68b2543f95a55a728e8e53.mp4,MovingAroundOccluder,immutability,TropicalIsland_0,1_Possible,SM_01WoodBox_D,Medium,Moving
76,bea91d70cc78a260145b1a3e960a26443370d4e401c97cdd810e79ff0caabd23,Videos/bea91d70cc78a260145b1a3e960a26443370d4e401c97cdd810e79ff0caabd23.mp4,MovingAroundOccluder,immutability,TropicalIsland_0,2_Possible,SM_01WoodBox_D,Medium,Moving
76,5de3d4baf22e586a7d64deef2725ccb819215113d4c522437dbedf6dbe5027dc,Videos/5de3d4baf22e586a7d64deef2725ccb819215113d4c522437dbedf6dbe5027dc.mp4,MovingAroundOccluder,immutability,TropicalIsland_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
76,6b45c7616c19b1c17c7c3fd765b1027c590a4fd1688db2aead41cbd2e83b13b0,Videos/6b45c7616c19b1c17c7c3fd765b1027c590a4fd1688db2aead41cbd2e83b13b0.mp4,MovingAroundOccluder,immutability,TropicalIsland_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
77,aea1c46ab8601ecf3a03dff8c3e6108c0f1908ee0a75eb908dab95c8f10ffee0,Videos/aea1c46ab8601ecf3a03dff8c3e6108c0f1908ee0a75eb908dab95c8f10ffee0.mp4,MovingAroundOccluder,continuity,SaltFlats_0,1_Possible,SM_01WoodBox_D,Medium,Moving
77,89c5923fd9ffffab6e1460ac91309bbbfd03d19f41a08a9d8bfc304c25ef3b3e,Videos/89c5923fd9ffffab6e1460ac91309bbbfd03d19f41a08a9d8bfc304c25ef3b3e.mp4,MovingAroundOccluder,continuity,SaltFlats_0,2_Possible,SM_01WoodBox_D,Medium,Moving
77,34bccc188f289d984d88c24bd7a071de06dbb7d26d78cab14f1639851c41df24,Videos/34bccc188f289d984d88c24bd7a071de06dbb7d26d78cab14f1639851c41df24.mp4,MovingAroundOccluder,continuity,SaltFlats_0,1_Impossible,SM_01WoodBox_D,Medium,Moving
77,04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46,Videos/04c1ec25e63edc25183d243a6202e9afd39d6d867a803499cb5b318ee3e8fb46.mp4,MovingAroundOccluder,continuity,SaltFlats_0,2_Impossible,SM_01WoodBox_D,Medium,Moving
78,c320551c361782002426f09a84c8e93f9d3fbf573774a0c679e7c7f2a0a06320,Videos/c320551c361782002426f09a84c8e93f9d3fbf573774a0c679e7c7f2a0a06320.mp4,MovingAroundOccluder,continuity,DesertMap_0,1_Possible,SM_01WoodBox_B,Medium,Moving
78,a24a88d52c9cd805c7cf28681118e9f0d31c7bd9f07db90fdb680c23b9d8b3ca,Videos/a24a88d52c9cd805c7cf28681118e9f0d31c7bd9f07db90fdb680c23b9d8b3ca.mp4,MovingAroundOccluder,continuity,DesertMap_0,2_Possible,SM_01WoodBox_B,Medium,Moving
